status,roundId,gameweek,home_team_id,home_team_score,away_team_id,away_team_score
Played,4405517,34,2444,1,2445,4
Played,4405517,34,2482,3,2447,1
Played,4405517,34,2457,2,2975,6
Played,4405517,34,2453,2,2481,0
Played,4405517,34,2449,1,2462,0
Played,4405517,34,2455,2,2446,3
Played,4405517,34,2454,1,2450,2
Played,4405517,34,2443,2,2460,1
Played,4405517,34,2451,4,2463,1
Played,4405517,33,2460,2,2447,1
Played,4405517,33,2451,1,2975,4
Played,4405517,33,2444,3,2463,1
Played,4405517,33,2443,0,2446,0
Played,4405517,33,2454,3,2453,1
Played,4405517,33,2450,0,2462,3
Played,4405517,33,2449,2,2481,1
Played,4405517,33,2455,3,2457,1
Played,4405517,33,2482,0,2445,2
Played,4405517,32,2443,1,2447,1
Played,4405517,32,2460,3,2975,0
Played,4405517,32,2446,0,2445,1
Played,4405517,32,2444,4,2462,1
Played,4405517,32,2457,2,2481,2
Played,4405517,32,2453,3,2463,2
Played,4405517,32,2454,1,2449,1
Played,4405517,32,2451,1,2450,3
Played,4405517,32,2455,1,2482,3
Played,4405517,31,2449,2,2463,2
Played,4405517,31,2460,0,2481,2
Played,4405517,31,2446,0,2447,4
Played,4405517,31,2482,5,2975,2
Played,4405517,31,2457,3,2462,0
Played,4405517,31,2450,1,2453,0
Played,4405517,31,2455,0,2444,3
Played,4405517,31,2443,0,2445,2
Played,4405517,31,2454,3,2451,0
Played,4405517,30,2460,2,2453,0
Played,4405517,30,2443,1,2975,1
Played,4405517,30,2449,2,2447,0
Played,4405517,30,2454,1,2444,5
Played,4405517,30,2482,2,2450,0
Played,4405517,30,2457,2,2463,1
Played,4405517,30,2446,4,2462,1
Played,4405517,30,2455,1,2445,1
Played,4405517,30,2451,0,2481,0
Played,4405517,29,2446,4,2975,1
Played,4405517,29,2482,1,2462,1
Played,4405517,29,2447,3,2445,0
Played,4405517,29,2449,2,2450,3
Played,4405517,29,2460,1,2463,1
Played,4405517,29,2451,2,2453,0
Played,4405517,29,2454,2,2457,1
Played,4405517,29,2444,4,2481,1
Played,4405517,29,2455,2,2443,1
Played,4405517,28,2454,0,2460,0
Played,4405517,28,2443,2,2462,1
Played,4405517,28,2457,0,2451,0
Played,4405517,28,2447,0,2444,6
Played,4405517,28,2482,6,2463,0
Played,4405517,28,2449,2,2453,0
Played,4405517,28,2446,0,2481,0
Played,4405517,28,2455,2,2975,3
Played,4405517,28,2450,1,2445,1
Played,4405517,27,2444,1,2975,2
Played,4405517,27,2446,0,2463,2
Played,4405517,27,2455,0,2447,1
Played,4405517,27,2449,1,2451,0
Played,4405517,27,2454,3,2482,3
Played,4405517,27,2460,0,2462,3
Played,4405517,27,2443,3,2481,1
Played,4405517,27,2457,2,2450,1
Played,4405517,27,2453,1,2445,2
Played,4405517,26,2443,3,2463,1
Played,4405517,26,2447,3,2462,2
Played,4405517,26,2445,0,2975,0
Played,4405517,26,2454,0,2446,2
Played,4405517,26,2450,0,2444,6
Played,4405517,26,2482,3,2451,0
Played,4405517,26,2457,0,2453,0
Played,4405517,26,2455,1,2481,3
Played,4405517,26,2449,1,2460,0
Played,4405517,25,2453,0,2444,4
Played,4405517,25,2463,2,2445,3
Played,4405517,25,2447,1,2975,1
Played,4405517,25,2457,0,2449,1
Played,4405517,25,2455,0,2462,1
Played,4405517,25,2482,2,2481,0
Played,4405517,25,2460,0,2450,0
Played,4405517,25,2451,1,2446,2
Played,4405517,25,2454,2,2443,2
Played,4405517,24,2447,1,2481,1
Played,4405517,24,2975,1,2463,2
Played,4405517,24,2449,2,2446,0
Played,4405517,24,2443,1,2450,0
Played,4405517,24,2457,0,2444,0
Played,4405517,24,2482,1,2453,1
Played,4405517,24,2455,0,2454,1
Played,4405517,24,2462,0,2445,1
Played,4405517,24,2460,1,2451,1
Played,4405517,23,2462,2,2975,1
Played,4405517,23,2454,0,2447,1
Played,4405517,23,2481,0,2445,1
Played,4405517,23,2449,2,2482,1
Played,4405517,23,2455,1,2463,1
Played,4405517,23,2443,0,2453,1
Played,4405517,23,2446,2,2450,1
Played,4405517,23,2451,1,2444,2
Played,4405517,23,2457,0,2460,2
Played,4405517,22,2443,3,2451,1
Played,4405517,22,2454,0,2445,1
Played,4405517,22,2449,1,2444,2
Played,4405517,22,2447,2,2450,0
Played,4405517,22,2482,4,2460,2
Played,4405517,22,2462,4,2463,2
Played,4405517,22,2457,2,2446,0
Played,4405517,22,2455,2,2453,1
Played,4405517,22,2975,2,2481,0
Played,4405517,21,2455,1,2450,1
Played,4405517,21,2462,0,2481,3
Played,4405517,21,2454,0,2975,1
Played,4405517,21,2457,1,2482,1
Played,4405517,21,2446,0,2453,0
Played,4405517,21,2443,2,2449,1
Played,4405517,21,2460,0,2444,2
Played,4405517,21,2451,1,2445,1
Played,4405517,21,2447,3,2463,2
Played,4405517,20,2455,0,2451,1
Played,4405517,20,2446,2,2460,0
Played,4405517,20,2443,0,2457,0
Played,4405517,20,2482,2,2444,5
Played,4405517,20,2447,2,2453,2
Played,4405517,20,2450,1,2975,1
Played,4405517,20,2463,1,2481,1
Played,4405517,20,2449,2,2445,0
Played,4405517,20,2454,0,2462,2
Played,4405517,19,2455,1,2449,1
Played,4405517,19,2443,2,2444,4
Played,4405517,19,2450,0,2463,2
Played,4405517,19,2482,1,2446,4
Played,4405517,19,2453,2,2975,1
Played,4405517,19,2454,2,2481,0
Played,4405517,19,2460,3,2445,2
Played,4405517,19,2451,1,2462,3
Played,4405517,19,2457,1,2447,1
Played,4405517,18,2451,0,2447,0
Played,4405517,18,2454,1,2463,2
Played,4405517,18,2449,1,2975,3
Played,4405517,18,2462,1,2453,1
Played,4405517,18,2443,1,2482,1
Played,4405517,18,2450,0,2481,1
Played,4405517,18,2455,3,2460,2
Played,4405517,18,2457,0,2445,1
Played,4405517,18,2446,1,2444,3
Played,4405517,17,2457,3,2975,2
Played,4405517,17,2455,4,2446,4
Played,4405517,17,2482,1,2447,2
Played,4405517,17,2449,2,2462,2
Played,4405517,17,2451,0,2463,1
Played,4405517,17,2443,2,2460,2
Played,4405517,17,2453,3,2481,3
Played,4405517,17,2444,1,2445,0
Played,4405517,17,2454,3,2450,1
Played,4405517,16,2444,1,2463,0
Played,4405517,16,2455,1,2457,3
Played,4405517,16,2449,3,2481,2
Played,4405517,16,2443,0,2446,1
Played,4405517,16,2482,1,2445,0
Played,4405517,16,2450,1,2462,2
Played,4405517,16,2460,0,2447,2
Played,4405517,16,2454,0,2453,1
Played,4405517,16,2451,1,2975,1
Played,4405517,15,2457,1,2481,1
Played,4405517,15,2455,2,2482,0
Played,4405517,15,2453,4,2463,3
Played,4405517,15,2454,1,2449,1
Played,4405517,15,2443,2,2447,1
Played,4405517,15,2460,2,2975,2
Played,4405517,15,2462,0,2444,1
Played,4405517,15,2451,0,2450,0
Played,4405517,15,2446,2,2445,0
Played,4405517,14,2454,0,2451,3
Played,4405517,14,2457,1,2462,2
Played,4405517,14,2449,2,2463,2
Played,4405517,14,2455,1,2444,3
Played,4405517,14,2482,4,2975,0
Played,4405517,14,2443,1,2445,0
Played,4405517,14,2446,1,2447,1
Played,4405517,14,2460,1,2481,3
Played,4405517,14,2450,0,2453,0
Played,4405517,13,2457,2,2463,0
Played,4405517,13,2482,0,2450,3
Played,4405517,13,2454,2,2444,1
Played,4405517,13,2449,4,2447,4
Played,4405517,13,2443,0,2975,2
Played,4405517,13,2460,1,2453,2
Played,4405517,13,2451,1,2481,2
Played,4405517,13,2446,1,2462,0
Played,4405517,13,2455,1,2445,1
Played,4405517,12,2455,0,2443,4
Played,4405517,12,2449,2,2450,0
Played,4405517,12,2454,4,2457,2
Played,4405517,12,2444,3,2481,0
Played,4405517,12,2482,1,2462,1
Played,4405517,12,2446,2,2975,2
Played,4405517,12,2460,1,2463,0
Played,4405517,12,2451,3,2453,1
Played,4405517,12,2447,1,2445,2
Played,4405517,11,2457,3,2451,3
Played,4405517,11,2482,3,2463,0
Played,4405517,11,2447,1,2444,3
Played,4405517,11,2455,1,2975,2
Played,4405517,11,2449,1,2453,0
Played,4405517,11,2454,1,2460,1
Played,4405517,11,2446,1,2481,1
Played,4405517,11,2450,3,2445,1
Played,4405517,11,2443,1,2462,2
Played,4405517,10,2453,0,2445,3
Played,4405517,10,2443,0,2481,3
Played,4405517,10,2444,2,2975,0
Played,4405517,10,2454,3,2482,1
Played,4405517,10,2457,2,2450,1
Played,4405517,10,2449,1,2451,1
Played,4405517,10,2446,2,2463,1
Played,4405517,10,2455,4,2447,2
Played,4405517,10,2460,1,2462,1
Played,4405517,9,2451,1,2482,1
Played,4405517,9,2457,1,2453,1
Played,4405517,9,2443,0,2463,0
Played,4405517,9,2450,0,2444,1
Played,4405517,9,2975,1,2445,0
Played,4405517,9,2454,1,2446,5
Played,4405517,9,2447,2,2462,2
Played,4405517,9,2455,2,2481,1
Played,4405517,9,2449,2,2460,0
Played,4405517,8,2443,0,2454,2
Played,4405517,8,2446,2,2451,2
Played,4405517,8,2447,2,2975,3
Played,4405517,8,2444,5,2453,0
Played,4405517,8,2482,2,2481,2
Played,4405517,8,2457,0,2449,2
Played,4405517,8,2460,3,2450,2
Played,4405517,8,2455,1,2462,2
Played,4405517,8,2445,2,2463,1
Played,4405517,7,2463,1,2975,2
Played,4405517,7,2457,2,2444,2
Played,4405517,7,2482,2,2453,3
Played,4405517,7,2443,0,2450,0
Played,4405517,7,2455,1,2454,2
Played,4405517,7,2462,2,2445,1
Played,4405517,7,2447,2,2481,1
Played,4405517,7,2451,1,2460,1
Played,4405517,7,2449,1,2446,1
Played,4405517,6,2446,3,2450,0
Played,4405517,6,2455,0,2463,0
Played,4405517,6,2454,1,2447,6
Played,4405517,6,2462,1,2975,2
Played,4405517,6,2449,0,2482,2
Played,4405517,6,2443,0,2453,0
Played,4405517,6,2457,0,2460,1
Played,4405517,6,2445,0,2481,0
Played,4405517,6,2451,2,2444,2
Played,4405517,5,2457,2,2446,1
Played,4405517,5,2455,1,2453,1
Played,4405517,5,2450,0,2447,3
Played,4405517,5,2460,2,2482,3
Played,4405517,5,2462,1,2463,0
Played,4405517,5,2449,0,2444,3
Played,4405517,5,2481,1,2975,0
Played,4405517,5,2443,1,2451,1
Played,4405517,5,2454,2,2445,0
Played,4405517,4,2447,5,2463,0
Played,4405517,4,2446,4,2453,0
Played,4405517,4,2457,1,2482,1
Played,4405517,4,2454,2,2975,2
Played,4405517,4,2460,0,2444,4
Played,4405517,4,2443,1,2449,2
Played,4405517,4,2462,1,2481,2
Played,4405517,4,2451,0,2445,1
Played,4405517,4,2455,2,2450,0
Played,4405517,3,2449,3,2445,1
Played,4405517,3,2443,1,2457,1
Played,4405517,3,2482,2,2444,0
Played,4405517,3,2447,0,2453,0
Played,4405517,3,2454,0,2462,1
Played,4405517,3,2481,3,2463,0
Played,4405517,3,2460,3,2446,1
Played,4405517,3,2455,1,2451,1
Played,4405517,3,2450,0,2975,2
Played,4405517,2,2455,1,2449,0
Played,4405517,2,2453,1,2975,4
Played,4405517,2,2457,0,2447,2
Played,4405517,2,2443,0,2444,2
Played,4405517,2,2451,1,2462,0
Played,4405517,2,2446,2,2482,2
Played,4405517,2,2454,2,2481,2
Played,4405517,2,2460,0,2445,1
Played,4405517,2,2450,3,2463,1
Played,4405517,1,2454,1,2463,0
Played,4405517,1,2453,0,2462,0
Played,4405517,1,2449,2,2975,0
Played,4405517,1,2443,0,2482,1
Played,4405517,1,2457,2,2445,0
Played,4405517,1,2450,1,2481,0
Played,4405517,1,2455,1,2460,0
Played,4405517,1,2451,0,2447,3
Played,4405517,1,2446,1,2444,3
